"","X","Sex","Wmax","Lmax..cm.","Tmax..y.","Country","Locality","spp","sppid"
"6896",1,"unsexed",NA,28,NA,"USA","Ohio","age_size_Lepomis_gulosus",3373
"6897",1,"unsexed",NA,NA,8,NA,"in captivity","age_size_Lepomis_macrochirus",3375
"6898",2,"unsexed",NA,NA,11,NA,"to be filled","age_size_Lepomis_macrochirus",3375
"6899",1,"unsexed",NA,12.7,NA,"USA","Tennessee","age_size_Lepomis_marginatus",3376
"6900",1,"unsexed",NA,9.3,NA,"USA","Tennessee","age_size_Lepomis_symmetricus",3380
"6901",1,"unsexed",NA,50,NA,"Ecuador","Not stated","age_size_Lepophidium_negropinna",13931
"6902",2,"unsexed",NA,52.7,NA,"Global","Not stated","age_size_Lepophidium_negropinna",13931
"6903",1,"unsexed",NA,27.1,NA,"Global","Eastern Central Pacific","age_size_Lepophidium_prorates",13933
"6904",2,"unsexed",NA,29.5,NA,"Global","Not given","age_size_Lepophidium_prorates",13933
"6905",1,"unsexed","77.40 g",19.4,NA,"Brazil","Uruguay River, Southern Brazil","age_size_Leporinus_amae",58474
"6906",1,"unsexed","6.8 kg",NA,NA,"Brazil","Sao Francisco River and Parana River, unknown","age_size_Leporinus_elongatus",53291
"6907",1,"unsexed",NA,23,NA,"Brazil","upper Paraná River and adjacent areas","age_size_Leporinus_lacustris",52573
"6908",1,"unsexed","",70,NA,"Argentina","Puerto Sánchez, Rio Paraná, 1976-77","age_size_Leporinus_obtusidens",23445
"6909",2,"unsexed","3.6 kg",NA,NA,"Argentina","Rio Parana, 2006","age_size_Leporinus_obtusidens",23445
"6910",3,"unsexed","5.8 kg",76,NA,"Brazil","Uruguay River","age_size_Leporinus_obtusidens",23445
"6911",1,"unsexed","38.40 g",16.4,NA,"Brazil","Uruguay River, Southern Brazil","age_size_Leporinus_striatus",51328
"6912",1,"female",NA,10.3,NA,"Global","Not specified.","age_size_Leptacanthichthys_gracilispinis",54587
"6913",2,"male",NA,1.3,NA,"Global","Not specified.","age_size_Leptacanthichthys_gracilispinis",54587
"6914",1,"unsexed",NA,25,NA,"Canada","Arctic Canada","age_size_Leptagonus_decagonus",4154
"6915",2,"unsexed",NA,19.1,NA,"Russia","Barents Sea (1956-1977)","age_size_Leptagonus_decagonus",4154
"6916",1,"unsexed","6.0 kg",NA,NA,"Thailand","Bung Sam Lan Lake, 2002","age_size_Leptobarbus_hoevenii",4797
"6917",1,"unsexed",NA,17,NA,"Malaysia","Danum Valley","age_size_Leptobarbus_melanotaenia",5438
"6918",1,"unsexed",NA,23,NA,"Canada","Arctic Canada","age_size_Leptoclinus_maculatus",3788
"6919",1,"unsexed",NA,NA,10,NA,"California Current Region","age_size_Leptocottus_armatus",4112
"6920",1,"unsexed",NA,11,NA,"Global","East Indies","age_size_Leptojulis_chrysotaenia",26276
"6921",2,"unsexed",NA,10,NA,"Indonesia","Indonesia","age_size_Leptojulis_chrysotaenia",26276
"6922",1,"unsexed",NA,13,NA,"Global","East Indies","age_size_Leptojulis_cyanopleura",10576
"6923",2,"unsexed",NA,13,NA,"Global","Great Barrier Reef and Coral Sea","age_size_Leptojulis_cyanopleura",10576
"6924",1,"unsexed",NA,9.5,NA,"Global","East Indies","age_size_Leptojulis_polylepis",26289
"6925",2,"unsexed",NA,10,NA,"Indonesia","Indonesia","age_size_Leptojulis_polylepis",26289
"6926",1,"unsexed",NA,11,NA,"Global","East Indies","age_size_Leptojulis_urostigma",26288
"6927",2,"unsexed",NA,11,NA,"Indonesia","Indonesia","age_size_Leptojulis_urostigma",26288
"6928",1,"unsexed",NA,100,NA,"Myanmar","not specified / 2002","age_size_Leptomelanosoma_indicum",4469
"6929",1,"unsexed",NA,35,NA,"Global","East Indies","age_size_Leptoscarus_vaigiensis",4360
"6930",2,"unsexed",NA,35,NA,"Global","unspecified","age_size_Leptoscarus_vaigiensis",4360
"6931",1,"unsexed",NA,7.38,NA,"Japan","Hokkaido I.","age_size_Leptostichaeus_pumilus",56850
"6932",2,"unsexed",NA,7.83,NA,"Russia","Sea of Japan","age_size_Leptostichaeus_pumilus",56850
"6933",1,"unsexed",NA,90.5,NA,"Bangladesh","Teknaf coast","age_size_Lepturacanthus_savala",8314
"6934",1,"unsexed",NA,12.6,NA,"China","Not specified","age_size_Lepturichthys_fimbriata",58518
"6935",1,"unsexed",NA,26.5,NA,NA,"East China Sea","age_size_Lestidium_prolixum",23027
"6936",1,"unsexed",NA,19,4,"Japan","Kagoshima Bay, 2001-2002","age_size_Lestrolepis_japonica",24646
"6937",2,"unsexed",NA,23,NA,"China","Not specified","age_size_Lestrolepis_japonica",24646
"6938",1,"unsexed",NA,9,NA,"Spain","Galicia and Cantábrico,1993","age_size_Lesueurigobius_friesii",7685
"6939",2,"unsexed",NA,NA,11,"","northeast Atlantic, Mediterranean Sea","age_size_Lesueurigobius_friesii",7685
"6940",1,"unsexed",NA,26,NA,NA,"Not specified","age_size_Lethenteron_zanandreai",25867
"6941",1,"unsexed",NA,22.6,NA,"Malawi","Lake Malawi","age_size_Lethrinops_longipinnis",2155
"6942",1,"unsexed",NA,20.4,NA,"Malawi","Lake Malawi","age_size_Lethrinops_parvidens",2171
"6943",1,"unsexed",NA,70,NA,"Global","East Indies","age_size_Lethrinus_amboinensis",1853
"6944",2,"unsexed",NA,70,NA,"Global","unspecified","age_size_Lethrinus_amboinensis",1853
"6945",1,"unsexed",NA,40,NA,"Global","East Indies","age_size_Lethrinus_atkinsoni",1854
"6946",2,"unsexed",NA,50,NA,"Global","unspecified","age_size_Lethrinus_atkinsoni",1854
"6947",1,"mixed",NA,28.7,9,"United Arab Em.","southern Arabian Gulf, 2007-2008","age_size_Lethrinus_borbonicus",1844
"6948",1,"unsexed",NA,76,NA,"Global","East Indies","age_size_Lethrinus_conchyliatus",1868
"6949",2,"unsexed",NA,76,NA,"Global","unspecified","age_size_Lethrinus_conchyliatus",1868
"6950",1,"unsexed",NA,45,NA,"Iran","Chabahar waters","age_size_Lethrinus_crocineus",1841
"6951",2,"unsexed",NA,45,NA,"Global","East Indies","age_size_Lethrinus_crocineus",1841
"6952",3,"unsexed",NA,60,NA,"Global","unspecified","age_size_Lethrinus_crocineus",1841
"6953",1,"female",NA,44,NA,"Seychelles","Saya de Malha (10°30'S 62°E)","age_size_Lethrinus_enigmaticus",1855
"6954",2,"male",NA,54,NA,"Seychelles","Saya de Malha (10°30'S 62°E)","age_size_Lethrinus_enigmaticus",1855
"6955",1,"unsexed",NA,70,NA,"","Asia-Pacific Region","age_size_Lethrinus_erythracanthus",1862
"6956",2,"unsexed",NA,70,NA,"Global","East Indies","age_size_Lethrinus_erythracanthus",1862
"6957",3,"unsexed",NA,38,10,"Papua New Guinea","Lihir Island group (seamount), 1999-2002","age_size_Lethrinus_erythracanthus",1862
"6958",4,"unsexed",NA,70,NA,"Global","unspecified","age_size_Lethrinus_erythracanthus",1862
"6959",1,"unsexed",NA,50,NA,"Global","East Indies","age_size_Lethrinus_erythropterus",1842
"6960",2,"unsexed",NA,50,NA,"Global","unspecified","age_size_Lethrinus_erythropterus",1842
"6961",1,"unsexed",NA,25,NA,"Global","East Indies","age_size_Lethrinus_genivittatus",1865
"6962",2,"unsexed",NA,25,NA,"Global","unspecified","age_size_Lethrinus_genivittatus",1865
"6963",1,"unsexed",NA,45,NA,NA,"Asia-Pacific Region","age_size_Lethrinus_haematopterus",1856
"6964",1,"unsexed",NA,50,NA,"Global","East Indies","age_size_Lethrinus_harak",1851
"6965",2,"unsexed",NA,60,NA,"Philippines","Not specified","age_size_Lethrinus_harak",1851
"6966",3,"unsexed",NA,60,NA,"Maldives","not specified","age_size_Lethrinus_harak",1851
"6967",4,"unsexed",NA,50,NA,"Global","unspecified","age_size_Lethrinus_harak",1851
"6968",1,"unsexed",NA,56,NA,"Global","East Indies","age_size_Lethrinus_laticaudis",1857
"6969",2,"unsexed",NA,56,NA,"Global","unspecified","age_size_Lethrinus_laticaudis",1857
"6970",1,"unsexed",NA,50,NA,"Global","East Indies","age_size_Lethrinus_lentjan",1863
"6971",2,"unsexed",NA,49,10,"Australia","Great Barrier Reef","age_size_Lethrinus_lentjan",1863
"6972",3,"unsexed",NA,52,NA,"India","Gulf of Mannar","age_size_Lethrinus_lentjan",1863
"6973",4,"unsexed",NA,NA,11,"New Caledonia","New Caledonia","age_size_Lethrinus_lentjan",1863
"6974",5,"unsexed",NA,50,NA,"Iran","Persian Gulf and western part of the Oman Sea","age_size_Lethrinus_lentjan",1863
"6975",6,"mixed",NA,38.8,11,"United Arab Em.","southern Arabian Gulf, 2008-2009","age_size_Lethrinus_lentjan",1863
"6976",7,"unsexed",NA,NA,5,"India","southern India","age_size_Lethrinus_lentjan",1863
"6977",8,"unsexed",NA,NA,19,"Seychelles","St. Anne National Marine Park, 1998","age_size_Lethrinus_lentjan",1863
"6978",9,"unsexed",NA,NA,9,"Saudi Arabia","Tuwwal","age_size_Lethrinus_lentjan",1863
"6979",1,"unsexed",NA,52,NA,"Mauritius","Nazareth Bank, Mascarene Ridge","age_size_Lethrinus_mahsena",1843
"6980",2,"unsexed",NA,NA,27,"Seychelles","St. Anne National Marine Park, 1998","age_size_Lethrinus_mahsena",1843
"6981",1,"unsexed","",70,NA,"Global","East Indies","age_size_Lethrinus_microdon",1845
"6982",2,"unsexed","",80,NA,"Indonesia","Indonesia","age_size_Lethrinus_microdon",1845
"6983",3,"unsexed","",60,NA,"Iran","South of Qeshm Island","age_size_Lethrinus_microdon",1845
"6984",4,"mixed","",39,9,"United Arab Em.","southern Arabian Gulf, 2007-2008","age_size_Lethrinus_microdon",1845
"6985",5,"unsexed","4.9 kg",NA,NA,"Global","unspecified","age_size_Lethrinus_microdon",1845
"6986",1,"unsexed",NA,90,NA,"","Asia-Pacific Region","age_size_Lethrinus_miniatus",1858
"6987",2,"female",NA,NA,14,"New Caledonia","New Caledonia","age_size_Lethrinus_miniatus",1858
"6988",3,"male",NA,NA,22,"New Caledonia","New Caledonia","age_size_Lethrinus_miniatus",1858
"6989",4,"unsexed",NA,90,18,"Australia","northern coasts","age_size_Lethrinus_miniatus",1858
"6990",5,"unsexed",NA,60,NA,"Australia","not specified","age_size_Lethrinus_miniatus",1858
"6991",1,"unsexed","",86,NA,"","Asia-Pacific Region","age_size_Lethrinus_nebulosus",1846
"6992",2,"unsexed","4.4 kg",86,25,"Australia","Great Barrier Reef, Queensland","age_size_Lethrinus_nebulosus",1846
"6993",3,"unsexed","",69,21,"Yemen","Gulf of Aden, 1983-87","age_size_Lethrinus_nebulosus",1846
"6994",4,"unsexed","",83,19,"Egypt","Gulf of Suez","age_size_Lethrinus_nebulosus",1846
"6995",5,"unsexed","",NA,28,"Australia","H. Abrolhos I. (~28°42'S,113°49'E); Exmouth (~21°47'S,114°11'E); Broome (~18°00'S,122°07'E), 1990-91","age_size_Lethrinus_nebulosus",1846
"6996",6,"male","",NA,24,"New Caledonia","New Caledonia","age_size_Lethrinus_nebulosus",1846
"6997",7,"unsexed","",87,NA,"New Caledonia","New Caledonia","age_size_Lethrinus_nebulosus",1846
"6998",8,"female","",NA,27,"New Caledonia","New Caledonia","age_size_Lethrinus_nebulosus",1846
"6999",9,"unsexed","",62,20,"Kuwait","Northern Persian Gulf","age_size_Lethrinus_nebulosus",1846
"7000",10,"mixed","",56,14,"United Arab Em.","off Abu Dhabi, 2000-2003","age_size_Lethrinus_nebulosus",1846
"7001",11,"unsexed","",87,NA,"Iran","Persian Gulf and Oman Sea","age_size_Lethrinus_nebulosus",1846
"7002",1,"unsexed",NA,50,NA,"Global","East Indies","age_size_Lethrinus_obsoletus",1847
"7003",2,"unsexed",NA,60,NA,"Somalia","Somalia","age_size_Lethrinus_obsoletus",1847
"7004",1,"unsexed","",85,15,"Djibouti","Djibouti","age_size_Lethrinus_olivaceus",1864
"7005",2,"unsexed","",100,NA,"Global","East Indies","age_size_Lethrinus_olivaceus",1864
"7006",3,"unsexed","14.0 kg",NA,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Lethrinus_olivaceus",1864
"7007",4,"unsexed","",55,8,"Papua New Guinea","Lihir Island group (seamount), 1999-2002","age_size_Lethrinus_olivaceus",1864
"7008",5,"unsexed","",100,NA,"Global","unspecified","age_size_Lethrinus_olivaceus",1864
"7009",1,"unsexed",NA,40,NA,"Global","East Indies","age_size_Lethrinus_ornatus",1866
"7010",2,"unsexed",NA,45,NA,"Indonesia","Indonesia","age_size_Lethrinus_ornatus",1866
"7011",1,"unsexed",NA,30,NA,"Global","East Indies","age_size_Lethrinus_ravus",61537
"7012",2,"unsexed",NA,25,NA,"Global","western Pacific and eastern Indian oceans","age_size_Lethrinus_ravus",61537
"7013",1,"unsexed",NA,40,NA,"Global","East Indies","age_size_Lethrinus_reticulatus",1859
"7014",2,"unsexed",NA,40,NA,"Global","unspecified","age_size_Lethrinus_reticulatus",1859
"7015",1,"unsexed",NA,50,NA,"Global","East Indies","age_size_Lethrinus_rubrioperculatus",1848
"7016",2,"unsexed",NA,50,NA,"Global","unspecified","age_size_Lethrinus_rubrioperculatus",1848
"7017",1,"unsexed",NA,35,NA,"Global","East Indies","age_size_Lethrinus_semicinctus",1849
"7018",2,"unsexed",NA,35,NA,"Global","unspecified","age_size_Lethrinus_semicinctus",1849
"7019",1,"unsexed",NA,20,NA,"Global","East Indies","age_size_Lethrinus_variegatus",1850
"7020",2,"unsexed",NA,20,NA,"Global","unspecified","age_size_Lethrinus_variegatus",1850
"7021",1,"unsexed","",60,NA,"Global","East Indies","age_size_Lethrinus_xanthochilus",1852
"7022",2,"unsexed","5.4 kg",70,NA,"Global","unspecified","age_size_Lethrinus_xanthochilus",1852
"7023",1,"unsexed",NA,12,NA,NA,"Europe (not specified).","age_size_Leucaspius_delineatus",4782
"7024",1,"mixed","250.00 g",16,8.5,"Russia","Enisey river","age_size_Leuciscus_baicalensis",56010
"7025",2,"unsexed","",18.6,NA,"China","Xinjiang Province","age_size_Leuciscus_baicalensis",56010
"7026",1,"unsexed",NA,40,NA,"France","not specified","age_size_Leuciscus_burdigalensis",53236
"7027",1,"unsexed",NA,25.8,NA,"China","Not specified","age_size_Leuciscus_chuanchicus",56012
"7028",1,"unsexed",NA,24,7,"Russia","Don  drainage","age_size_Leuciscus_danilewskii",25958
"7029",1,"mixed","2.6 kg",47,14.5,"Russia","Enisey river","age_size_Leuciscus_idus",2801
"7030",2,"unsexed","5.2 kg",76,NA,"Finland","Lake Pyhäjärvi","age_size_Leuciscus_idus",2801
"7031",3,"unsexed","5.5 kg",NA,NA,"Latvia","Lubans Lake, 1989","age_size_Leuciscus_idus",2801
"7032",4,"unsexed","",85,15,"","not specified","age_size_Leuciscus_idus",2801
"7033",1,"unsexed",NA,30,NA,"Croatia","Cetina & Krka drainages","age_size_Leuciscus_illyricus",26623
"7034",1,"unsexed","",25,10,"","not specified ","age_size_Leuciscus_leuciscus",4662
"7035",2,"unsexed","1.1 kg",NA,NA,"France","not specified","age_size_Leuciscus_leuciscus",4662
"7036",3,"unsexed","970.00 g",NA,NA,"Germany","not specified, 1992","age_size_Leuciscus_leuciscus",4662
"7037",1,"unsexed",NA,24.4,NA,"China","Xinjiang Province","age_size_Leuciscus_merzbacheri",55407
"7038",1,"unsexed",NA,34,NA,NA,"Croatia, Bosnia-Herzegovina","age_size_Leuciscus_microlepis",48336
"7039",1,"unsexed",NA,14,4,"","Albania, Greece","age_size_Leuciscus_pleurobipunctatus",26030
"7040",2,"female",NA,13.8,NA,"Greece","Arachtos River","age_size_Leuciscus_pleurobipunctatus",26030
"7041",3,"female",NA,20.1,9,"Greece","Lake Kremasta (1982)","age_size_Leuciscus_pleurobipunctatus",26030
"7042",4,"male",NA,17.6,7,"Greece","Lake Kremasta (1982)","age_size_Leuciscus_pleurobipunctatus",26030
"7043",1,"unsexed",NA,15,NA,"Croatia","not specified","age_size_Leuciscus_polylepis",25988
"7044",1,"unsexed",NA,20,NA,NA,"not specified","age_size_Leuciscus_souffia",6462
"7045",1,"unsexed",NA,20,NA,"","Croatica, Bosnia-Herzegovina","age_size_Leuciscus_svallize",26624
"7046",2,"female",NA,20.8,7,"Greece","Lake Kremasta (1982)","age_size_Leuciscus_svallize",26624
"7047",3,"male",NA,18.4,6,"Greece","Lake Kremasta (1982)","age_size_Leuciscus_svallize",26624
"7048",1,"unsexed",NA,16,NA,"Croatia","Cikola (Krka drainage)","age_size_Leuciscus_turskyi",26625
"7049",1,"unsexed",NA,10,NA,"Croatia","Cetina drainage","age_size_Leuciscus_ukliva",26626
"7050",1,"unsexed",NA,54,NA,"USA","Block Island (52°E 41°10'N)","age_size_Leucoraja_erinacea",2557
"7051",2,"unsexed",NA,53.3,NA,"Canada","Canadian Atlantic","age_size_Leucoraja_erinacea",2557
"7052",3,"mixed",NA,52,8,"USA","NE coast","age_size_Leucoraja_erinacea",2557
"7053",1,"unsexed",NA,NA,28,"UK Engld Wal","Celtic Sea","age_size_Leucoraja_naevus",4326
"7054",1,"unsexed",NA,NA,20.8,"Canada","Div. 4VsW","age_size_Leucoraja_ocellata",2562
"7055",2,"female",NA,94,18,"USA","off New Hampshire, 1999-2001","age_size_Leucoraja_ocellata",2562
"7056",3,"male",NA,93.2,19,"USA","off New Hampshire, 1999-2001","age_size_Leucoraja_ocellata",2562
"7057",1,"mixed",NA,57.1,15,"South Africa","Agulhas Bank","age_size_Leucoraja_wallacei",7964
"7058",1,"unsexed",NA,NA,4,"USA","California","age_size_Leuresthes_tenuis",3239
"7059",1,"unsexed",NA,2.1,NA,"Global","Western central Atlantic","age_size_Leurochilus_acon",16446
"7060",1,"unsexed",NA,7.5,NA,"Global","East Indies","age_size_Liachirus_melanospilos",8323
"7061",2,"unsexed",NA,15,NA,"Indonesia","Not specified.","age_size_Liachirus_melanospilos",8323
"7062",1,"unsexed",NA,150,NA,"South Africa","South Africa","age_size_Lichia_amia",692
"7063",1,"unsexed","",NA,34,"","Bering Sea, 1999","age_size_Limanda_aspera",520
"7064",2,"unsexed","1.1 kg",45,20,"Russia","Eastern Kamchatka/1991-2001","age_size_Limanda_aspera",520
"7065",3,"unsexed","1.6 kg",49,NA,"Russia","Northeastern Sea of Okhotsk/1954-1955","age_size_Limanda_aspera",520
"7066",4,"unsexed","1.7 kg",47,NA,"Russia","Northern Sea of  Japan/1931-1935","age_size_Limanda_aspera",520
"7067",5,"unsexed","",NA,26,"","Not specified.","age_size_Limanda_aspera",520
"7068",6,"unsexed","1.6 kg",49,NA,"USA","Southeastern Bering Sea/1957-1960","age_size_Limanda_aspera",520
"7069",7,"unsexed","",44,NA,"Russia","Southwestern Sea of Japan/1931-1935","age_size_Limanda_aspera",520
"7070",8,"unsexed","1.7 kg",47,NA,"Russia","Southwestern Sea of Okhotsk/1954-1955","age_size_Limanda_aspera",520
"7071",9,"unsexed","1.1 kg",49,18,"Russia","Western Kamchatka/1991-2001","age_size_Limanda_aspera",520
"7072",1,"unsexed",NA,NA,12,"Canada","Grand Bank, Div. 3LNO, 1965-72","age_size_Limanda_ferruginea",521
"7073",2,"unsexed",NA,62.7,NA,"Canada","Newfoundland","age_size_Limanda_ferruginea",521
"7074",1,"female",NA,43.5,7,"France","Douarnenez Bay, Brittany","age_size_Limanda_limanda",695
"7075",2,"male",NA,NA,12,"Germany","German Bight (offshore), SE North Sea","age_size_Limanda_limanda",695
"7076",3,"male",NA,NA,12,"Germany","southeastern North Sea, 1990","age_size_Limanda_limanda",695
"7077",1,"unsexed",NA,41,NA,"Canada","Arctic Canada","age_size_Limanda_proboscidea",4243
"7078",1,"unsexed","",40,NA,"Russia","Northeastern Sea of Okhotsk/1954-1955","age_size_Limanda_punctatissimus",8882
"7079",2,"unsexed","450.00 g",39,NA,"Russia","Northern Sea of Japan/1931-1935","age_size_Limanda_punctatissimus",8882
"7080",3,"unsexed","",40,NA,"Russia","Southwestern Sea of Japan/1931-1935","age_size_Limanda_punctatissimus",8882
"7081",1,"unsexed",NA,3.5,NA,"Global","unspecified","age_size_Limnichthys_nitidus",16931
"7082",2,"unsexed",NA,3,NA,"Global","East Indies","age_size_Limnichthys_nitidus",16931
"7083",1,"female",NA,14.6,12,"Russia","Lake Baikal","age_size_Limnocottus_pallidus",48083
"7084",1,"unsexed",NA,10,NA,"Zimbabwe","Lake Kariba","age_size_Limnothrissa_miodon",1550
"7085",2,"unsexed",NA,17.5,NA,"Rwanda","Lake Kivu","age_size_Limnothrissa_miodon",1550
"7086",1,"unsexed",NA,7.6,NA,"China","Guangdong Province","age_size_Liniparhomaloptera_disparis_disparis",55009
"7087",1,"unsexed",NA,6.7,NA,"China","Wanquan River in Qiongzhong County, Hainan Province","age_size_Liniparhomaloptera_disparis_qiongzhongensis",55011
"7088",1,"unsexed",NA,6.95,NA,"China","Guangdong Province","age_size_Liniparhomaloptera_obtusirostris",55013
"7089",1,"female",NA,23.1,NA,"Canada","Canadian Atlantic","age_size_Linophryne_algibarbata",27743
"7090",2,"female",NA,18.2,NA,"Global","Not specified.","age_size_Linophryne_algibarbata",27743
"7091",3,"male",NA,2.9,NA,"Global","Not specified.","age_size_Linophryne_algibarbata",27743
"7092",1,"female",NA,3.2,NA,"Global","Not specified.","age_size_Linophryne_andersoni",59197
"7093",1,"female",NA,7.7,NA,"Global","Not specified.","age_size_Linophryne_arborifera",17013
"7094",2,"male",NA,1.5,NA,"Global","Not specified.","age_size_Linophryne_arborifera",17013
"7095",1,"female",NA,5.1,NA,"Global","Not specified.","age_size_Linophryne_arcturi",17017
"7096",1,"female",NA,6.1,NA,"Global","Not specified.","age_size_Linophryne_argyresca",59198
"7097",2,"male",NA,1.2,NA,"Global","Not specified.","age_size_Linophryne_argyresca",59198
"7098",1,"female",NA,18.5,NA,"Global","Not specified.","age_size_Linophryne_bicornis",63334
"7099",2,"male",NA,3,NA,"Global","Not specified.","age_size_Linophryne_bicornis",63334
"7100",1,"female",NA,3.75,NA,"Global","Not specified.","age_size_Linophryne_bipennata",59123
"7101",1,"female",NA,10,NA,"Global","Not specified.","age_size_Linophryne_brevibarbata",57244
"7102",2,"male",NA,1.85,NA,"Global","Not specified.","age_size_Linophryne_brevibarbata",57244
"7103",1,"female",NA,22.5,NA,"Global","Not specified.","age_size_Linophryne_coronata",17022
"7104",2,"male",NA,2.6,NA,"Global","Not specified.","age_size_Linophryne_coronata",17022
"7105",1,"female",NA,7.1,NA,"Global","Not specified.","age_size_Linophryne_densiramus",24789
