"","X","Sex","Wmax","Lmax..cm.","Tmax..y.","Country","Locality","spp","sppid"
"6641",2,"unsexed","25.0 kg",NA,NA,"India","Krishna and Godavari Rivers, Karnataka","age_size_Labeo_fimbriatus",10433
"6642",3,"unsexed","2.0 kg",NA,NA,"India","Maharashtra","age_size_Labeo_fimbriatus",10433
"6643",4,"unsexed","",91,NA,"India","not specified","age_size_Labeo_fimbriatus",10433
"6644",1,"unsexed",NA,44,NA,"India","Kali River, Uttar Pradesh, 1972-74","age_size_Labeo_gonius",10254
"6645",2,"unsexed",NA,100,NA,"Nepal","None specified","age_size_Labeo_gonius",10254
"6646",1,"unsexed",NA,45,5,"Sudan","Jebel Aulia reservoir","age_size_Labeo_horie",11548
"6647",1,"unsexed",NA,60,NA,"India","not specified.","age_size_Labeo_kawrus",13172
"6648",1,"unsexed",NA,61,NA,"India","Cauvery River, Karnataka","age_size_Labeo_kontius",13173
"6649",2,"unsexed",NA,61,NA,"India","not specified.","age_size_Labeo_kontius",13173
"6650",1,"unsexed","1.0 kg",NA,NA,"India","Maharashtra","age_size_Labeo_pangusia",13176
"6651",2,"unsexed","",60,NA,"Nepal","None specified","age_size_Labeo_pangusia",13176
"6652",1,"unsexed",NA,50,NA,"Myanmar","not specified / 2002","age_size_Labeo_pierrei",54662
"6653",1,"unsexed","200.00 g",NA,NA,"India","Cauvery River, Karnataka","age_size_Labeo_porcellus",13177
"6654",2,"unsexed","350.00 g",NA,NA,"India","Maharashtra","age_size_Labeo_porcellus",13177
"6655",3,"unsexed","",30,NA,"India","not specified","age_size_Labeo_porcellus",13177
"6656",1,"unsexed","200.00 g",NA,NA,"India","Cauvery River, Karnataka","age_size_Labeo_potail",13179
"6657",2,"unsexed","",30,NA,"India","Krishna and Godavari Rivers, Karnataka","age_size_Labeo_potail",13179
"6658",3,"unsexed","",40,NA,"India","not specified.","age_size_Labeo_potail",13179
"6659",1,"unsexed","35.0 kg",NA,NA,"India","Cauvery River, Karnataka","age_size_Labeo_rohita",82
"6660",2,"unsexed","",96,10,"India","Ganga and Yamuna rivers","age_size_Labeo_rohita",82
"6661",3,"unsexed","25.0 kg",NA,NA,"India","Godavari River, Karnataka","age_size_Labeo_rohita",82
"6662",4,"unsexed","",86,NA,"India","Govindargh Lake","age_size_Labeo_rohita",82
"6663",5,"unsexed","6.0 kg",NA,NA,"India","Maharashtra","age_size_Labeo_rohita",82
"6664",6,"unsexed","",21.8,NA,"China","Market of Guangdong Province","age_size_Labeo_rohita",82
"6665",7,"unsexed","",90,NA,"Nepal","None specified","age_size_Labeo_rohita",82
"6666",8,"unsexed","25.0 kg",NA,NA,"Thailand","Srinakarin Reservoir, unknown","age_size_Labeo_rohita",82
"6667",1,"female",NA,40.1,NA,"Nigeria","Lake Kainji","age_size_Labeo_senegalensis",2436
"6668",2,"male",NA,36,NA,"Nigeria","Lake Kainji","age_size_Labeo_senegalensis",2436
"6669",3,"unsexed",NA,48,6,"Nigeria","Lake Kainji","age_size_Labeo_senegalensis",2436
"6670",1,"unsexed",NA,41,NA,"Rwanda","Upper and middle Akagera","age_size_Labeo_victorianus",11588
"6671",1,"unsexed",NA,19.8,NA,"China","Yunnan Province","age_size_Labeo_yunnanensis",50490
"6672",1,"unsexed","7.8 kg",NA,NA,"South Africa","Kraaipoort, unknown","age_size_Labeobarbus_aeneus",4818
"6673",1,"unsexed","5.7 kg",NA,NA,"South Africa","Olifants River, unknown","age_size_Labeobarbus_capensis",9540
"6674",1,"unsexed","22.2 kg",NA,NA,"South Africa","Vaal Reservoir, unknown","age_size_Labeobarbus_kimberleyensis",4673
"6675",1,"unsexed","5.8 kg",NA,NA,"South Africa","Crocodile River, unknown","age_size_Labeobarbus_marequensis",11403
"6676",1,"unsexed","6.2 kg",NA,NA,"South Africa","Crocodile river, unknown","age_size_Labeobarbus_polylepis",11449
"6677",1,"unsexed",NA,NA,1.3,"USA","USA","age_size_Labidesthes_sicculus",3238
"6678",1,"unsexed",NA,11.3,NA,"China","Jinghong, Yunnan Province","age_size_Labiobarbus_lineatus",60498
"6679",1,"unsexed",NA,22,NA,"Malaysia","Danum Valley and Segama","age_size_Labiobarbus_sabanus",17411
"6680",1,"unsexed",NA,16.7,NA,"Philippines","Calamianes Islands, Palawan","age_size_Labracinus_atrofasciatus",59000
"6681",1,"unsexed",NA,23.5,NA,"Global","East Indies","age_size_Labracinus_cyclophthalmus",12662
"6682",2,"unsexed",NA,22,NA,"Global","Not specified.","age_size_Labracinus_cyclophthalmus",12662
"6683",1,"unsexed",NA,17.5,NA,"Global","East Indies","age_size_Labrichthys_unilineatus",5109
"6684",2,"unsexed",NA,17.5,NA,"Global","Great Barrier Reef and Coral Sea","age_size_Labrichthys_unilineatus",5109
"6685",1,"unsexed",NA,5.2,NA,"Global","Western central Atlantic","age_size_Labrisomus_albigenys",47270
"6686",1,"unsexed",NA,7,NA,"Global","Western central Atlantic","age_size_Labrisomus_bucciferus",3729
"6687",1,"unsexed",NA,7.6,NA,"Global","Western central Atlantic","age_size_Labrisomus_filamentosus",23735
"6688",1,"unsexed",NA,4.9,NA,"Global","Western central Atlantic","age_size_Labrisomus_gobio",3730
"6689",1,"unsexed",NA,8.8,NA,"Global","Western central Atlantic","age_size_Labrisomus_guppyi",3731
"6690",1,"unsexed",NA,5.8,NA,"Global","Western central Atlantic","age_size_Labrisomus_haitiensis",3732
"6691",1,"unsexed",NA,6.9,NA,"Global","Western central Atlantic","age_size_Labrisomus_kalisherae",3733
"6692",1,"unsexed",NA,5.4,NA,"Global","Western central Atlantic","age_size_Labrisomus_nigricinctus",3734
"6693",1,"unsexed",NA,17.6,NA,"Global","Western central Atlantic","age_size_Labrisomus_nuchipinnis",3735
"6694",1,"unsexed","635.00 g",35,NA,"Chile","Mejillones del Norte to Punta Urco","age_size_Labrisomus_philippii",55259
"6695",1,"unsexed",NA,14,NA,"Global","East Indies","age_size_Labroides_bicolor",5650
"6696",2,"unsexed",NA,15,NA,"Indonesia","Indonesia","age_size_Labroides_bicolor",5650
"6697",1,"unsexed",NA,11.5,NA,"Global","East Indies","age_size_Labroides_dimidiatus",5459
"6698",2,"unsexed",NA,14,NA,"Global","unspecified","age_size_Labroides_dimidiatus",5459
"6699",1,"unsexed",NA,11,NA,"Christmas I.","Christmas Island, Indian Ocean","age_size_Labroides_pectoralis",5651
"6700",2,"unsexed",NA,8,NA,"Global","East Indies","age_size_Labroides_pectoralis",5651
"6701",1,"unsexed",NA,10,NA,"Global","East Indies","age_size_Labropsis_alleni",4863
"6702",2,"unsexed",NA,10,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Labropsis_alleni",4863
"6703",1,"unsexed",NA,10.5,NA,"Global","East Indies","age_size_Labropsis_australis",4868
"6704",2,"unsexed",NA,10.5,NA,"Global","Great Barrier Reef and Coral Sea","age_size_Labropsis_australis",4868
"6705",1,"unsexed",NA,13,NA,"Global","East Indies","age_size_Labropsis_manabei",4866
"6706",2,"unsexed",NA,10,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Labropsis_manabei",4866
"6707",1,"unsexed",NA,13,NA,"Global","East Indies","age_size_Labropsis_xanthonota",4865
"6708",2,"unsexed",NA,13,NA,"Global","Great Barrier Reef and Coral Sea","age_size_Labropsis_xanthonota",4865
"6709",1,"unsexed",NA,NA,18,"","Eastern Mediterranean","age_size_Labrus_bergylta",572
"6710",2,"female",NA,33,7,"UK","English Channel","age_size_Labrus_bergylta",572
"6711",3,"male",NA,35,7,"UK","English Channel","age_size_Labrus_bergylta",572
"6712",4,"unsexed",NA,27.5,7,"","North Sea","age_size_Labrus_bergylta",572
"6713",5,"female",NA,41,NA,"France","off Roscoff","age_size_Labrus_bergylta",572
"6714",6,"male",NA,51,NA,"France","off Roscoff","age_size_Labrus_bergylta",572
"6715",7,"unsexed",NA,NA,29,"","to be filled","age_size_Labrus_bergylta",572
"6716",1,"unsexed",NA,NA,17,NA,"Mediterranean","age_size_Labrus_merula",4582
"6717",1,"unsexed",NA,NA,17,NA,"Eastern Atlantic and Mediterranean seas","age_size_Labrus_mixtus",1375
"6718",1,"unsexed",NA,NA,18,NA,"Mediterranean","age_size_Labrus_viridis",51659
"6719",1,"male",NA,42.7,NA,"Mexico","Chiapas","age_size_Lacantunia_enigmatica",62172
"6720",1,"female",NA,64,12,"","Eastern Gulf of Mexico and South Florida ","age_size_Lachnolaimus_maximus",1071
"6721",2,"male",NA,82,21,"","Eastern Gulf of Mexico and South Florida ","age_size_Lachnolaimus_maximus",1071
"6722",3,"male",NA,82.4,18,"USA","eastern Gulf of Mexico, Nov 1995- April 2001","age_size_Lachnolaimus_maximus",1071
"6723",4,"unsexed",NA,71.5,23,"USA","eastern Gulf of Mexico, Nov 1995- April 2001","age_size_Lachnolaimus_maximus",1071
"6724",5,"male",NA,62.2,11,"USA","south Florida, Nov 1995- April 2001","age_size_Lachnolaimus_maximus",1071
"6725",6,"unsexed",NA,59.2,13,"USA","south Florida, Nov 1995- April 2001","age_size_Lachnolaimus_maximus",1071
"6726",1,"unsexed",NA,40,NA,"Iran","Persian Gulf and Oman Sea","age_size_Lactarius_lactarius",363
"6727",1,"unsexed",NA,46,NA,"Global","East Indies","age_size_Lactoria_cornuta",6399
"6728",2,"unsexed",NA,45,NA,"Indonesia","locality not specified","age_size_Lactoria_cornuta",6399
"6729",3,"unsexed",NA,46,NA,"Global","Not specified.","age_size_Lactoria_cornuta",6399
"6730",1,"unsexed",NA,25,NA,"Global","East Indies","age_size_Lactoria_diaphana",6554
"6731",2,"unsexed",NA,30,NA,"Indonesia","locality not specified","age_size_Lactoria_diaphana",6554
"6732",3,"unsexed",NA,34,NA,"Hawaii","Not specified.","age_size_Lactoria_diaphana",6554
"6733",1,"unsexed",NA,15,NA,"Global","East Indies","age_size_Lactoria_fornasini",7837
"6734",2,"unsexed",NA,23,NA,"Global","Not specified.","age_size_Lactoria_fornasini",7837
"6735",1,"female",NA,9,NA,"Greece","Rhodes Island","age_size_Ladigesocypris_ghigii",9808
"6736",2,"male",NA,6.5,NA,"Greece","Rhodes Island","age_size_Ladigesocypris_ghigii",9808
"6737",1,"unsexed",NA,33,NA,"Canada","Canadian Atlantic","age_size_Laemonema_barbatulum",28218
"6738",1,"unsexed",NA,56,NA,"Iran","Persian Gulf and Oman Sea","age_size_Lagocephalus_inermis",8068
"6739",1,"unsexed","",41.5,NA,"Israel","Gulf of Aqaba, 1991","age_size_Lagocephalus_sceleratus",4761
"6740",2,"unsexed","2.7 kg",60,NA,"Tunisia","southern end of the Gulf of Gabès","age_size_Lagocephalus_sceleratus",4761
"6741",1,"unsexed",NA,19.9,NA,"Turkey","Not given","age_size_Lagocephalus_spadiceus",8180
"6742",1,"unsexed",NA,17.5,6,"USA","Gulf of Mexico, Florida, 1993-97","age_size_Lagodon_rhomboides",3576
"6743",2,"female",NA,25.5,7,"USA","Tampa Bay, Florida, 1993-97","age_size_Lagodon_rhomboides",3576
"6744",1,"unsexed",NA,4.5,NA,"Global","East Indies","age_size_Laiphognathus_multimaculatus",7564
"6745",2,"unsexed",NA,4,NA,"Global","unspecified","age_size_Laiphognathus_multimaculatus",7564
"6746",3,"unsexed",NA,3.44,NA,"Taiwan","Yungan","age_size_Laiphognathus_multimaculatus",7564
"6747",1,"unsexed",NA,168,NA,"Indonesia","not specified","age_size_Lamiopsis_temminckii",892
"6748",1,"unsexed",NA,257,NA,"","eastern North Pacific","age_size_Lamna_ditropis",755
"6749",2,"unsexed",NA,305,NA,"Global","Not specified.","age_size_Lamna_ditropis",755
"6750",1,"male",NA,305,25,"Canada","Grand Banks-Massachusetts, 1966-99","age_size_Lamna_nasus",88
"6751",2,"mixed",NA,329,NA,"USA","Northern American waters","age_size_Lamna_nasus",88
"6752",1,"unsexed",NA,36,NA,"Global","Not specified.","age_size_Lamnostoma_orientalis",11728
"6753",1,"unsexed",NA,17.2,NA,"China","Not specified","age_size_Lampadena_luminosa",7411
"6754",1,"unsexed",NA,1.97,NA,NA,"South China Sea","age_size_Lampadena_speculigera",16673
"6755",1,"unsexed",NA,7,3,"Australia","Off Maria Is., Tasmania","age_size_Lampanyctodes_hectoris",259
"6756",1,"unsexed",NA,4.08,NA,NA,"South China Sea","age_size_Lampanyctus_alatus",616
"6757",1,"unsexed",NA,11.3,NA,NA,"East China Sea","age_size_Lampanyctus_festivus",16684
"6758",1,"unsexed",NA,2.95,NA,NA,"South China Sea","age_size_Lampanyctus_hubbsi",59145
"6759",1,"unsexed",NA,20,NA,"Canada","Arctic Canada","age_size_Lampanyctus_macdonaldi",7002
"6760",2,"unsexed",NA,13.5,6,"","Rockall Trough, NE Atlantic (near 55°N, 12°W), 1973-78","age_size_Lampanyctus_macdonaldi",7002
"6761",1,"unsexed",NA,4.82,NA,NA,"South China Sea","age_size_Lampanyctus_macropterus",47147
"6762",1,"unsexed",NA,5.64,NA,NA,"South China Sea (6°30'N, 114°30'E)","age_size_Lampanyctus_nobilis",7413
"6763",1,"unsexed",NA,2.56,NA,NA,"South China Sea (13°30'N, 113°07'E)","age_size_Lampanyctus_omostigma",54416
"6764",1,"unsexed",NA,12.1,NA,NA,"South China Sea (6°30'N, 114°30'E)","age_size_Lampanyctus_tenuiformis",7415
"6765",1,"male",NA,16.4,NA,"Alaska","West Creek, tributary Brooks Lake","age_size_Lampetra_alaskensis",59863
"6766",1,"unsexed",NA,NA,5,"Canada","to be filled","age_size_Lampetra_appendix",2521
"6767",1,"unsexed",NA,20,NA,"Mongolia","Hurh and Barh rivers","age_size_Lampetra_camtschatica",2524
"6768",2,"unsexed",NA,62.5,NA,"","Not specified","age_size_Lampetra_camtschatica",2524
"6769",1,"unsexed","107.50 g",40.8,NA,"Estonia","Aegna Island near Tallinn, 1949 (August)","age_size_Lampetra_fluviatilis",4480
"6770",2,"unsexed","",NA,9,"Estonia","Estonia","age_size_Lampetra_fluviatilis",4480
"6771",3,"female","190.00 g",45.2,NA,"Estonia","Pärnu River","age_size_Lampetra_fluviatilis",4480
"6772",4,"male","139.00 g",40.8,NA,"Estonia","Pärnu River","age_size_Lampetra_fluviatilis",4480
"6773",5,"unsexed","175.00 g",45,NA,"Finland","River Pyhäjoki","age_size_Lampetra_fluviatilis",4480
"6774",1,"unsexed",NA,14.3,NA,"Global","Europe","age_size_Lampetra_geminis",25920
"6775",1,"unsexed",NA,NA,7,"UK","not specified","age_size_Lampetra_planeri",4481
"6776",2,"unsexed",NA,18,NA,"","Not specified.","age_size_Lampetra_planeri",4481
"6777",1,"unsexed",NA,26,NA,NA,"Not specified","age_size_Lampetra_reissneri",17205
"6778",1,"unsexed",NA,130,NA,"Japan","Off Pacific, 1982","age_size_Lampris_guttatus",1072
"6779",1,"unsexed",NA,5.12,NA,"Laos","Houay Sala Yai, Saisomboun Special Zone","age_size_Laocypris_hispida",60208
"6780",1,"unsexed",NA,NA,4,"","-","age_size_Larimichthys_polyactis",416
"6781",2,"female",NA,42,NA,"Korea (South)","37°30'N 125°30'E","age_size_Larimichthys_polyactis",416
"6782",1,"female",NA,15.7,NA,"Global","Not specified.","age_size_Lasiognathus_amphirhamphus",62561
"6783",1,"female",NA,11.5,NA,"Canada","Canadian Atlantic","age_size_Lasiognathus_beebei",50780
"6784",2,"female",NA,11.2,NA,"Global","Not specified.","age_size_Lasiognathus_beebei",50780
"6785",1,"female",NA,12.9,NA,"Global","Not specified.","age_size_Lasiognathus_intermedius",50782
"6786",1,"female",NA,7.7,NA,"Global","Not specified.","age_size_Lasiognathus_saccostoma",50784
"6787",1,"female",NA,9.4,NA,"Global","Not specified.","age_size_Lasiognathus_waltoni",50781
"6788",1,"unsexed",NA,25,NA,"China","Guangdong Province","age_size_Lateolabrax_japonicus",4589
"6789",1,"unsexed","",NA,13,"","Lake Tanganyika (entire lake)","age_size_Lates_angustifrons",4497
"6790",2,"unsexed","80.0 kg",205,NA,"Zambia","Lake Tanganyika, 1962-64","age_size_Lates_angustifrons",4497
"6791",3,"unsexed","6.6 kg",NA,NA,"Zambia","Lake Tanganyika, 1998","age_size_Lates_angustifrons",4497
"6792",4,"unsexed","24.2 kg",NA,NA,"Zambia","Lake Tanganyika, 2004","age_size_Lates_angustifrons",4497
"6793",1,"unsexed","",200,NA,"","Asia-Pacific Region","age_size_Lates_calcarifer",346
"6794",2,"unsexed","",200,NA,"Myanmar","Mouth of River Kathoung/ 2010","age_size_Lates_calcarifer",346
"6795",3,"unsexed","60.0 kg",180,NA,"Australia","Northern Territory","age_size_Lates_calcarifer",346
"6796",4,"unsexed","",100,NA,"Myanmar","not specified / 2002","age_size_Lates_calcarifer",346
"6797",5,"unsexed","37.9 kg",NA,NA,"Australia","Tinaroo Reservoir, 1999","age_size_Lates_calcarifer",346
"6798",6,"unsexed","",200,NA,"Indonesia","western coast and Sulawesi","age_size_Lates_calcarifer",346
"6799",1,"unsexed","33.0 kg",NA,NA,"Japan","Shimanto River, 1996","age_size_Lates_japonicus",6406
"6800",1,"unsexed","",NA,13,"","Lake Tanganyika (entire lake)","age_size_Lates_mariae",9898
"6801",2,"unsexed","5.4 kg",86,12,"Zambia","Lake Tanganyika (southeastern arm)","age_size_Lates_mariae",9898
"6802",1,"unsexed","",NA,13,"","Lake Tanganyika (entire lake)","age_size_Lates_microlepis",4801
"6803",2,"unsexed","11.3 kg",101,NA,"Zambia","Lake Tanganyika, 1962-64","age_size_Lates_microlepis",4801
"6804",3,"unsexed","8.3 kg",NA,NA,"Zambia","Lake Tanganyika, 1987","age_size_Lates_microlepis",4801
"6805",1,"unsexed","100.0 kg",NA,NA,"Nigeria","Lake Kainji","age_size_Lates_niloticus",347
"6806",2,"unsexed","129.3 kg",NA,NA,"Kenya","Lake Victoria, unknown","age_size_Lates_niloticus",347
"6807",1,"unsexed","",NA,10,"","Lake Tanganyika (entire lake)","age_size_Lates_stappersii",4498
"6808",2,"unsexed","1.0 kg",54.5,NA,"Tanzania","Lake Tanganyika, Kigoma, 1993-94","age_size_Lates_stappersii",4498
"6809",3,"unsexed","",47.5,NA,"","Lake Tanganyika, Kipili, 1993-94","age_size_Lates_stappersii",4498
"6810",4,"unsexed","1.1 kg",NA,NA,"Zambia","Lake Tanganyika, Mpulungu region, 1999-2000","age_size_Lates_stappersii",4498
"6811",5,"unsexed","",48.8,NA,"Zambia","Lake Tanganyika, Mpulungu, 1993-94","age_size_Lates_stappersii",4498
"6812",1,"unsexed",NA,80,33,"New Zealand","Eastern coast","age_size_Latridopsis_ciliaris",12960
"6813",1,"unsexed","",96,NA,"New Zealand","Cook Strait and Wiararapa coast, 1996-97; 1999-2000","age_size_Latris_lineata",14417
"6814",2,"male","2.9 kg",65,NA,"Argentina","Mar del Plata.","age_size_Latris_lineata",14417
"6815",3,"unsexed","27.0 kg",120,NA,"","New Zealand and Asutralia","age_size_Latris_lineata",14417
"6816",4,"female","",95,43,"Australia","Tasmania, 1990-2002","age_size_Latris_lineata",14417
"6817",5,"male","",81.5,29,"Australia","Tasmania, 1990-2002","age_size_Latris_lineata",14417
"6818",1,"unsexed",NA,2.4,NA,"Global","Not specified.","age_size_Lebetus_guilleti",459
"6819",1,"unsexed",NA,NA,2,NA,"eastern Atlantic","age_size_Lebetus_scorpioides",456
"6820",1,"unsexed","9.1 kg",NA,NA,"Brazil","Rio Teles Pires, 2004","age_size_Leiarius_marmoratus",13262
"6821",2,"unsexed","13.0 kg",NA,NA,"Brazil","Rio Travessao, 2009","age_size_Leiarius_marmoratus",13262
"6822",3,"unsexed","11.7 kg",NA,NA,"Brazil","Travessoa, 2008","age_size_Leiarius_marmoratus",13262
"6823",1,"unsexed",NA,18.6,NA,"China","Not specified","age_size_Leiocassis_crassilabris",55077
"6824",1,"unsexed",NA,33.3,NA,"China","Not specified","age_size_Leiocassis_longirostris",50980
"6825",1,"unsexed",NA,33,NA,"China","Not specified","age_size_Leiocassis_tenuifurcatus",50947
"6826",1,"unsexed",NA,8,NA,"China","Guangdong Province","age_size_Leiognathus_brevirostris",4810
"6827",2,"unsexed",NA,13.5,NA,"Iran","South of Hormuz Island","age_size_Leiognathus_brevirostris",4810
"6828",1,"unsexed",NA,14,NA,"Global","East Indies","age_size_Leiognathus_daura",4574
"6829",2,"unsexed",NA,14,NA,"Global","Western Indian Ocean fishing area","age_size_Leiognathus_daura",4574
"6830",1,"unsexed",NA,18,NA,"Madagascar","Ambaro Bay","age_size_Leiognathus_equulus",4451
"6831",2,"unsexed",NA,24,NA,"Australia","Broome (Western Australia) and Gladstone (Queensland)","age_size_Leiognathus_equulus",4451
"6832",3,"unsexed",NA,24,NA,"Global","East Indies","age_size_Leiognathus_equulus",4451
"6833",4,"unsexed",NA,28,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Leiognathus_equulus",4451
"6834",5,"unsexed",NA,24,NA,"India","not specified.","age_size_Leiognathus_equulus",4451
"6835",6,"unsexed",NA,24,NA,"Iran","Persian Gulf and western part of the Oman Sea","age_size_Leiognathus_equulus",4451
"6836",7,"unsexed",NA,25,NA,"South Africa","South Africa","age_size_Leiognathus_equulus",4451
"6837",1,"unsexed",NA,9.5,NA,"Iran","Persian Gulf and western part of the Oman Sea","age_size_Leiognathus_lineolatus",4563
"6838",1,"unsexed",NA,30,NA,"Australia","Greenough river (WA), Hunter river (NSW), Murray-Darling system, Lake Eyre/Bulloo-Bancannia drainage","age_size_Leiopotherapon_unicolor",4800
"6839",1,"unsexed",NA,66,NA,"Micronesia","Not specified.","age_size_Leiuranus_semicinctus",7473
"6840",1,"male",NA,NA,6,"Russia","Lake Baikal","age_size_Leocottus_kesslerii",47989
"6841",2,"male",NA,11.2,NA,"Russia","Lake Baikal (southern Baikal)","age_size_Leocottus_kesslerii",47989
"6842",1,"unsexed",NA,3.3,NA,"Global","East Indies","age_size_Lepadichthys_bolini",27088
"6843",2,"unsexed",NA,3,NA,"Vanuatu","New Hebrides","age_size_Lepadichthys_bolini",27088
"6844",1,"unsexed",NA,2.8,NA,"Global","East Indies","age_size_Lepadichthys_lineatus",23229
"6845",2,"unsexed",NA,4.5,NA,"Indonesia","Indonesia","age_size_Lepadichthys_lineatus",23229
"6846",1,"unsexed",NA,2.5,NA,"Global","East Indies","age_size_Lepadichthys_minor",17422
"6847",1,"unsexed",NA,2.6,NA,"Philippines","Philippines Islands","age_size_Lepadichthys_springeri",59327
"6848",2,"unsexed",NA,3,NA,"Philippines","Sombrero Island, Batangas","age_size_Lepadichthys_springeri",59327
"6849",1,"unsexed",NA,42,13,"Iceland","1976-97","age_size_Lepidion_eques",2016
"6850",2,"unsexed",NA,33.2,NA,"Canada","Newfoundland Shelf","age_size_Lepidion_eques",2016
"6851",1,"unsexed","",10,NA,"Nepal","None specified","age_size_Lepidocephalichthys_guntea",5336
"6852",2,"unsexed","100.00 g",NA,NA,"India","Western Ghats Rivers, Maharashtra","age_size_Lepidocephalichthys_guntea",5336
"6853",1,"unsexed",NA,6,NA,"Myanmar","not specified / 2002","age_size_Lepidocephalichthys_micropogon",26917
"6854",1,"unsexed",NA,8,NA,"India","Cauvery and Krishna Rivers,  Karnataka","age_size_Lepidocephalus_thermalis",13639
"6855",1,"unsexed",NA,8.8,7,"USA","Morro Bay, California","age_size_Lepidogobius_lepidus",3882
"6856",1,"unsexed",NA,22,NA,NA,"Antarctic","age_size_Lepidonotothen_nudifrons",7047
"6857",1,"unsexed",NA,34,12,"","Crozet Is.","age_size_Lepidonotothen_squamifrons",7045
"6858",2,"unsexed",NA,54,19,"","Kerguelen Is.","age_size_Lepidonotothen_squamifrons",7045
"6859",3,"unsexed",NA,41,NA,"Antarctica","Lena Seamount, Southern Ocean (Indian Sector)","age_size_Lepidonotothen_squamifrons",7045
"6860",1,"unsexed",NA,6,1,"USA","Gulf of Mexico","age_size_Lepidophanes_guentheri",6591
"6861",1,"unsexed","",NA,26,"","Bering Sea, 1998","age_size_Lepidopsetta_bilineata",24237
"6862",2,"female","",58,NA,"Alaska","Kodiak Island, 1996-99","age_size_Lepidopsetta_bilineata",24237
"6863",3,"unsexed","",52,NA,"Russia","Northeastern Sea of Okhotsk/1954-1955","age_size_Lepidopsetta_bilineata",24237
"6864",4,"unsexed","",NA,22,"Canada","Pacific coast","age_size_Lepidopsetta_bilineata",24237
"6865",5,"unsexed","1.8 kg",59,NA,"USA","Southeastern Bering Sea/1957-1960","age_size_Lepidopsetta_bilineata",24237
"6866",6,"unsexed","",44,NA,"Russia","Southwestern Sea of Japan/1931-1935","age_size_Lepidopsetta_bilineata",24237
"6867",1,"unsexed","1.9 kg",51,17,"Russia","Eastern Kamchatka","age_size_Lepidopsetta_polyxystra",58882
"6868",2,"female","",52,NA,"Alaska","Kodiak Island, 1996-99","age_size_Lepidopsetta_polyxystra",58882
"6869",1,"female",NA,164,7,"Italy","Ionian Sea, 1996-97","age_size_Lepidopus_caudatus",645
"6870",2,"male",NA,150,5,"Italy","Ionian Sea, 1996-97","age_size_Lepidopus_caudatus",645
"6871",1,"unsexed",NA,25,NA,"India","not specified.","age_size_Lepidopygopsis_typus",24422
"6872",1,"unsexed",NA,35,NA,"Spain","Galicia and Cantábrico, 1991-93","age_size_Lepidorhombus_boscii",27
"6873",2,"female",NA,NA,13,"Portugal","Portugal","age_size_Lepidorhombus_boscii",27
"6874",3,"male",NA,NA,11,"Portugal","Portugal","age_size_Lepidorhombus_boscii",27
"6875",1,"unsexed",NA,47,NA,"Spain","Galicia and Cantábrico, 1992","age_size_Lepidorhombus_whiffiagonis",28
"6876",1,"unsexed",NA,8.7,NA,"Israel","Gulf of Aqaba, 1989","age_size_Lepidotrigla_bispinosa",28127
"6877",2,"unsexed",NA,16,NA,"Iran","Persian Gulf and Oman Sea","age_size_Lepidotrigla_bispinosa",28127
"6878",1,"unsexed",NA,16,5,"Greece","Greek seas","age_size_Lepidotrigla_cavillone",1722
"6879",1,"unsexed",NA,20,NA,"Australia","southern coasts","age_size_Lepidotrigla_papilio",14324
"6880",1,"unsexed",NA,9.5,NA,"Israel","Gulf of Aqaba, 1991","age_size_Lepidotrigla_spiloptera",10366
"6881",1,"unsexed",NA,28,NA,"Australia","southern coasts","age_size_Lepidotrigla_vanessa",14326
"6882",1,"unsexed",NA,10.5,NA,"Global","East Indies","age_size_Lepidozygus_tapeinosoma",5683
"6883",2,"unsexed",NA,10,NA,"Global","unspecified","age_size_Lepidozygus_tapeinosoma",5683
"6884",1,"unsexed","12.9 kg",NA,NA,"USA","Lake Seminole, 1987","age_size_Lepisosteus_oculatus",1075
"6885",2,"unsexed","",150,NA,"Mexico","not specified","age_size_Lepisosteus_oculatus",1075
"6886",1,"unsexed","24.5 kg",NA,NA,"USA","Flint River, 2007","age_size_Lepisosteus_osseus",1076
"6887",2,"unsexed","22.8 kg",NA,NA,"USA","Trinity River, 1954","age_size_Lepisosteus_osseus",1076
"6888",3,"female","",109,NA,"USA","Weaubleau Creek, Missouri, 1992","age_size_Lepisosteus_osseus",1076
"6889",1,"unsexed","11.3 kg",NA,NA,"USA","Ohio River, 1966","age_size_Lepisosteus_platostomus",2597
"6890",1,"male","",60.2,10,"USA","Canal L-31W, Everglades, S Florida, 2000-2001","age_size_Lepisosteus_platyrhincus",2598
"6891",2,"unsexed","4.5 kg",NA,NA,"USA","Florida Everglades, 2002","age_size_Lepisosteus_platyrhincus",2598
"6892",3,"female","",81.7,19,"USA","Tamiami Canal, Everglades, S Florida, 2000-2001","age_size_Lepisosteus_platyrhincus",2598
"6893",1,"unsexed",NA,NA,7.6,NA,"to be filled","age_size_Lepomis_cyanellus",3371
"6894",1,"unsexed",NA,32,8,"","not specified ","age_size_Lepomis_gibbosus",3372
"6895",2,"unsexed",NA,30,NA,"USA","Oneida Lake, New York","age_size_Lepomis_gibbosus",3372
